palavras,n_ocorrencias,desvio_padrao
impressive,58,146.378541992872
chested,7,146.37736619209
nighttime,8,146.372262692473
stagnant,15,146.370306642661
sucked,21,146.369851176167
water,765,146.369483320829
resorted,3,146.369395708256
desire,96,146.367044931929
thwart,4,146.361140106701
apologises,3,146.359147305524
complicating,5,146.357439168633
forged,8,146.351582547937
please,6310,146.346806548001
saving,273,146.346801325992
hire,260,146.34361328122
imposition,15,146.336142721703
ungrateful,10,146.334813963656
repetition,14,146.33449939876
eugenic,3,146.32953677687
limiting,33,146.320657627298
cathyhadenough,32,146.318642562355
kristin,6,146.315298812758
sykes,7,146.307243579426
hoo,41,146.303689332139
benjamin,60,146.303202694418
inspiring,81,146.296320089074
philippines,28,146.294997147805
complacency,12,146.292437510376
handsoffhervote,20,146.286623844388
empire,116,146.27740686832
diminish,14,146.27604492425
yp,6,146.273374200502
nutrients,6,146.272918432178
preceded,7,146.270134959097
dares,20,146.262885172375
poking,7,146.258251700464
scandalous,8,146.255097591259
offenders,50,146.250694748045
policymakers,14,146.242028053603
endfossilfuels,3,146.237250156495
library,220,146.236972753415
lightning,36,146.236946236047
institutes,6,146.234628821858
gus,9,146.233071194963
populous,8,146.226280127753
algorithmic,10,146.225244818473
predictable,57,146.220269347036
cooperation,75,146.21939827681
brilliant,354,146.21937162979
persuade,25,146.212083403983
goddamn,114,146.21144722664
boorish,4,146.208754867826
visitlink,13,146.206694223956
pre,189,146.201411017769
wean,7,146.196052321141
infected,51,146.193291335042
arrived,168,146.192512140434
treaty,50,146.179838918103
opposition,379,146.17749691743
basin,7,146.17667066813
qi,14,146.176395021694
tastes,23,146.168536651084
autocorrect,3,146.164291124748
intelligence,621,146.158391830819
largo,9,146.156118965684
scratches,26,146.155412542213
receives,47,146.149635660512
bargain,33,146.147075930483
kick,190,146.139642842891
portrayed,10,146.138290670173
bur,3,146.138062575543
enrique,19,146.135801618289
bjdrues,5,146.133500608177
xkcd,15,146.12903625938
ff,31,146.12682663483
disruptions,8,146.125924169142
steal,433,146.125042827386
weirdo,23,146.12431763924
legislatures,21,146.118999123187
nur,5,146.117418537285
nudge,11,146.116640829417
resulted,50,146.115220121041
identical,23,146.108060069906
spell,67,146.105811610425
adoration,5,146.10544137711
customer,64,146.105389093703
creates,89,146.101910085891
teacher,163,146.101431690601
heartbeat,18,146.097469479233
acquire,49,146.095873493062
otd,61,146.089604960776
deceived,17,146.08783115566
lcf,4,146.086732228951
avast,5,146.084906817919
mcgregor,5,146.084564550811
pursues,3,146.083309564554
monopoly,40,146.079535764702
pauline,6,146.078974074528
kool,28,146.070813442257
lolololol,3,146.069618104975
purkiss,3,146.069618104975
shipyard,5,146.065738624771
pick,474,146.06309086384
wondered,66,146.042095665235
campbell,25,146.039697799377
boo,91,146.035725804452
harriet,18,146.03523838332
actor,125,146.033116880406
wakeup,5,146.029791481054
abortion,529,146.029629025814
vista,3,146.027394690174
landing,58,146.023003267854
bans,129,146.019546533884
singles,10,146.018415885729
crystals,7,146.01190427659
slashes,14,146.009332834327
shell,44,145.997429674151
telescope,71,145.996064002511
fees,95,145.994912396592
hardened,13,145.987135014506
unqualified,202,145.984253334274
axe,11,145.97745778653
suicidal,20,145.975087997197
management,110,145.97434166211
crust,6,145.973970282376
endgunviolencenow,12,145.969148878256
virtues,10,145.964226972075
rigid,5,145.961638795952
pets,158,145.956164678231
insulin,40,145.955733981407
plancproductions,4,145.955472662042
currency,25,145.952046919528
finest,50,145.95164001987
infectious,30,145.951479892321
gorubenruben,11,145.945506642345
outlook,21,145.93844103398
fella,15,145.937462144382
trait,10,145.934536312995
nevada,48,145.933226678972
rival,22,145.932951751571
nf,14,145.932789738561
drills,16,145.932161751046
url,35,145.928928252216
idiocy,52,145.928017958648
chamberlain,16,145.927778941046
director,482,145.918373322038
some,6299,145.91801822022
snaps,14,145.916580112228
humidity,8,145.914847966692
onlyfans,9,145.911788420264
hallmark,19,145.901252354449
yourself,818,145.899496917191
controller,26,145.896317241442
mtn,6,145.893111557743
felons,68,145.884366002919
metro,47,145.883280552865
somewhere,217,145.880309747907
eastman,7,145.880087743324
accompanying,6,145.879973494194
pregnancies,8,145.864846935197
ripped,105,145.861268072815
dot,107,145.859364295566
verypointed,4,145.847808805389
bids,9,145.844951918124
selfishness,18,145.843411416474
mediamatters,11,145.84038597665
maryltrump,7,145.833074829703
painter,20,145.831653123153
dogshit,7,145.830789093453
feast,25,145.823214887068
sanity,87,145.817182211749
rachelmaddow,6,145.814951222431
digger,8,145.813726573128
appropriate,186,145.812514925378
booed,76,145.812181523705
preamble,13,145.807301705948
breakdown,84,145.807280026678
motto,29,145.804325991489
unearthed,20,145.803355314796
homophobia,12,145.801546319272
performer,18,145.801335425176
shrinks,6,145.793918483134
essential,235,145.793788637367
inspired,142,145.790465580436
deregulate,4,145.788374022074
pronouncing,4,145.788374022074
definitely,495,145.786112459391
boomers,29,145.7860720979
partly,28,145.782181505301
dying,276,145.780314939909
foo,3,145.771510705396
devoured,6,145.770710363914
tray,3,145.770367359076
incarnate,4,145.770367359076
considering,167,145.762996061586
boggling,18,145.754213831619
outlive,13,145.749125871505
unrelated,23,145.748212688788
ramp,35,145.742791741265
normally,98,145.741774891256
rockets,22,145.738104962619
prospect,42,145.73764473105
overflowing,16,145.735605349779
extraction,13,145.723482436199
loooong,5,145.714789915094
demise,60,145.713358235824
randomly,38,145.712574400939
monitoring,66,145.709287636363
prayer,103,145.705197466727
seasonal,14,145.698035616193
contraception,11,145.697132934916
magnolia,6,145.696488175476
bachelor,6,145.69385711141
modelling,8,145.693170739057
extinct,12,145.692156773982
yapping,3,145.688022843335
cells,69,145.687734649422
ruining,81,145.680940482113
sculptor,5,145.679442612882
announces,166,145.679125582638
uncivilized,5,145.67189159203
decorum,51,145.670393455265
impacted,117,145.66856297337
disruptive,14,145.665581172978
copious,8,145.665406717881
logic,115,145.66515262598
proverbial,10,145.664759712918
falter,6,145.653927741983
eye,373,145.653747180978
count,358,145.653185066501
xitter,25,145.651696408475
participate,170,145.647799802095
exiled,10,145.647557861816
vaccinate,19,145.63992688852
term,817,145.638034079372
dedicate,11,145.632413974362
appreciated,225,145.632312746427
coates,14,145.622498563622
vaccinated,70,145.620366354808
fabricate,12,145.611224800421
rewritten,8,145.609065651834
statesnewsroom,7,145.608902134974
bcs,6,145.605975152121
upenn,4,145.605345597841
showings,7,145.604323588344
minnie,9,145.603151675291
unfit,154,145.602073757631
foundational,24,145.601874291169
unhealthy,29,145.599897147151
terminating,19,145.598502659224
sang,31,145.597611642942
fireman,6,145.594528285464
sanitizing,5,145.589147947229
unionize,6,145.586629422714
nogales,3,145.582737071857
covers,101,145.577890416841
gh,14,145.576685731512
dunk,18,145.569122004104
opp,5,145.568884037764
withers,6,145.565105708752
remembers,64,145.557772819505
approx,10,145.556747238548
publication,63,145.555540116399
procedure,39,145.555295779833
cheaper,85,145.55306289339
stellar,37,145.552179430392
crash,268,145.546644423518
wheat,10,145.544800281181
forms,119,145.542855163267
influx,16,145.54161775932
rockin,11,145.536249779909
medicareforall,14,145.532765088435
ivyjofreeman,5,145.529034903692
lifestyle,32,145.526570985862
antics,11,145.520695185505
overstimulated,3,145.516322108552
convicts,5,145.515291292702
incentive,25,145.513596157427
transparently,12,145.509215578196
monkeys,51,145.50756061483
philosophers,3,145.502577296761
baja,6,145.499713630875
magazin,18,145.499331804499
renters,10,145.497460840769
discernible,5,145.496391707836
coaching,9,145.494845269515
motorcycle,14,145.493325250019
cranked,5,145.493298814756
handled,47,145.493062608995
gaiman,3,145.492267835786
perseverance,21,145.48865116925
urges,88,145.482158306714
legislate,16,145.481212991002
normalising,3,145.479666391332
egypt,24,145.47461056432
sucker,31,145.468143059439
hacker,21,145.464281330013
england,148,145.463057678258
reprisal,9,145.462003438851
cape,23,145.458033555014
shortest,11,145.456022719771
ernest,13,145.447937641283
sundays,49,145.447871532496
joyce,20,145.446128569273
emanating,4,145.438131176112
tick,53,145.437146958849
antithetical,8,145.425913882538
igor,16,145.423003682361
shits,31,145.421626529088
photojournalists,3,145.417788916395
crashing,87,145.416786170236
molest,4,145.412917812231
northwest,24,145.410507115924
smooth,41,145.409782607804
lovers,63,145.409688365522
tomatoes,26,145.403422877921
seams,8,145.398958534293
recover,72,145.398028387052
frustrations,7,145.393063304763
unoccupied,10,145.392228127916
diplomat,23,145.390043751745
gloating,11,145.390008409982
previously,166,145.385031342448
followback,10,145.383362948524
sacrificing,21,145.382303894643
guesses,48,145.381230314163
rooftop,15,145.372853953779
unplug,15,145.368595547417
volvo,6,145.366662844913
gifting,6,145.366662844913
humanely,9,145.365057699572
fraudster,52,145.364859260044
idsky,3,145.362764604053
magic,86,145.360850578775
obesity,9,145.359038246681
mary,525,145.354479651075
advisor,78,145.350097520266
fearing,26,145.347461675065
pressed,40,145.347415366928
ipo,4,145.34556523449
blitzkrieg,6,145.341895772233
heroine,13,145.340625552175
forgive,134,145.33982561067
eliminating,60,145.338000754369
proposed,142,145.337460329014
likes,251,145.336401310259
infinite,24,145.333275162866
gloss,6,145.330542786665
linked,159,145.325360187647
coaches,18,145.322764501481
buffoons,10,145.319915282723
blueeyes,5,145.312766128789
bailey,13,145.311645641271
dumbfucks,12,145.309153187265
ek,22,145.308367429483
liver,35,145.307544033134
explained,111,145.304065383152
dust,74,145.300419040749
tsunami,49,145.298028227511
lifts,20,145.285010274723
nps,13,145.283321787959
benny,27,145.281463730593
salsa,8,145.272096917671
wral,4,145.269863816737
gigi,6,145.2663071741
jackass,19,145.266140108383
trashed,18,145.264520946278
falsehoods,23,145.258798621891
short,541,145.257162108098
blackout,136,145.254052849761
directing,49,145.253593045119
provider,37,145.252384680098
kruger,28,145.251087110831
ordinarily,4,145.248063670398
politifact,4,145.248063670398
impressionist,3,145.248063670398
providing,150,145.24314397755
controls,113,145.23662522658
looming,44,145.233303596568
penetrating,11,145.232415615298
presidential,475,145.232134461702
splitting,6,145.22453878965
performs,16,145.220163315338
stockpile,22,145.216072775047
maple,31,145.212813795211
layer,25,145.212637191121
selfies,9,145.209427303387
mace,180,145.204053322142
kindness,248,145.199704349794
claps,6,145.198370055131
erases,9,145.195557783288
moveon,98,145.193684712422
awaken,9,145.187044111304
dire,44,145.182934832563
opting,12,145.179799705139
pf,18,145.179357181501
travistheriot,40,145.169076932506
athletes,90,145.169066703587
bigots,46,145.165294757157
relevance,14,145.164192751322
oranges,8,145.163946724286
denier,32,145.163075705866
ya,332,145.162583144144
nonetheless,24,145.161672737276
chock,9,145.15920378827
tf,111,145.155739458654
safari,13,145.152130627287
incentivize,4,145.151357784441
stripes,32,145.148557797331
justinpowellweb,24,145.148399822439
freight,6,145.147396348218
trumpisarussianasset,5,145.143721875939
breath,158,145.139550625766
shld,3,145.135568808385
accomplished,71,145.128045870497
penalties,35,145.125804596095
yorker,49,145.125611203574
wordpress,20,145.122915235037
kinds,97,145.12265741736
org,4409,145.122372179628
peels,3,145.114897006935
masking,13,145.113085875491
megan,16,145.111092500424
errr,4,145.110015735189
further,425,145.109166758925
tenuous,6,145.105019439944
encryption,4,145.10456000186
whites,40,145.104515825044
precincts,8,145.10285760699
fanatics,8,145.097442627852
confirmation,152,145.094125619542
ghiat,6,145.093992524386
philosophy,43,145.08738726929
borders,119,145.080222787294
jan,723,145.079202679416
inauguration,214,145.079191358273
loveislove,5,145.078599386677
mining,37,145.078015669607
downplay,16,145.068030018103
bryant,12,145.063700741182
often,626,145.058619839623
hole,197,145.052242523942
quoted,29,145.051349834016
trumpisafelon,4,145.047980567351
hmm,96,145.047455936615
jamestalari,5,145.046544253905
brighten,14,145.04150599583
cw,24,145.038219600654
praises,23,145.036277320988
silos,8,145.033432106433
feet,237,145.031019081246
richard,101,145.030163472402
selfie,22,145.027397023617
holier,6,145.024135922266
sidelining,5,145.020688179308
barry,23,145.01846686276
amigos,7,145.015926875702
fill,213,145.013935539229
awkward,34,145.013048770535
vigilantes,19,145.009981507626
cade,5,145.009654850979
lincoln,130,145.008908491994
bloomberglaw,17,145.004690593503
responsibly,7,145.000985218328
beat,349,145.000323442305
sheryl,21,144.997339877077
nose,98,144.993552386086
jojo,9,144.991474845171
southernwitch,7,144.990640091993
fate,61,144.98379596664
mega,136,144.975730633672
lenses,4,144.974423031559
grade,126,144.973031974916
slumlord,4,144.972123757178
savior,35,144.968776702045
adjectives,5,144.952405982102
aircraft,114,144.949801524398
theatre,44,144.948966742888
secretive,34,144.947322781284
andrews,22,144.945220283792
antarctica,12,144.944398953112
massively,45,144.942228128829
drunken,28,144.936621799407
promoting,97,144.935483039821
probe,94,144.930976242583
address,319,144.923775998787
reportage,3,144.921818003133
gnashing,3,144.921818003133
shar,3,144.921818003133
shotgun,9,144.919901248165
pmo,3,144.914917566596
axn,3,144.914917566596
timetable,3,144.914917566596
slapdown,3,144.914917566596
curating,3,144.914917566596
traditional,81,144.914228569783
climate,588,144.909870361232
edblog,15,144.908246832263
amandascott,4,144.907729262452
kia,12,144.906526820401
religions,31,144.906391734773
equipment,76,144.896890138919
incorrectly,14,144.896173513661
toddler,90,144.890341676425
relinquish,8,144.881232147478
incitement,18,144.879767596526
entrusted,8,144.877041462259
statutory,43,144.875598676643
samoa,18,144.866052623154
baby,708,144.863930924737
nope,187,144.861382886725
anytime,76,144.857022672509
superheroes,18,144.853735109466
witnessed,89,144.8523763337
acumen,7,144.849347024187
wind,251,144.848945085666
done,2177,144.848871307871
vasquez,4,144.847045764374
sever,4,144.845895120757
germany,450,144.843270115658
explosive,50,144.839384653963
pissing,47,144.839255057928
shapes,18,144.838167522383
tickets,115,144.837652348267
creation,88,144.836144942907
clinical,23,144.835534368505
practices,99,144.826521378436
sixty,24,144.825976281181
bunch,460,144.823667561591
congenital,10,144.821882938242
dane,4,144.819427794294
karenyoung,4,144.817989214048
prohibition,16,144.81614781048
circles,36,144.809900016736
thefp,3,144.807918752164
la,811,144.799087500471
expedition,7,144.791640116476
awakened,14,144.779730382641
cisa,8,144.778587110506
rubin,21,144.776247723036
supine,6,144.773501258575
slop,31,144.772390880618
administrator,25,144.772269444117
rehire,6,144.76659375238
qualifications,23,144.766528680103
breakup,14,144.765972566715
henceforth,6,144.762449090455
ignorance,196,144.761395193821
noun,22,144.760467924061
scotty,13,144.754699671282
battalion,22,144.752640182578
association,104,144.748619042506
ky,53,144.747467898371
stargazing,4,144.74431479912
leopards,17,144.737058753004
humanrights,14,144.736687785816
portraits,16,144.728251100698
insiders,33,144.725896878453
wholeheartedly,26,144.720207509312
wot,8,144.718384161397
catalogue,6,144.717310643889
pursuit,49,144.712804956463
dressed,122,144.711054601713
concepts,45,144.709206844121
statesman,11,144.703898295168
teen,109,144.703347520208
americas,36,144.703317169994
reneweconomy,17,144.700171754847
instructors,8,144.690247968351
kkking,16,144.687191324365
torrential,3,144.678954931255
directives,17,144.672373272285
love,4364,144.669443069904
malls,5,144.667549920499
stamping,3,144.665130560201
forming,36,144.657329082017
dreamed,20,144.643263528622
deference,12,144.634413734642
wise,110,144.633092200458
hawkins,7,144.632210072571
virtuous,8,144.62210609526
psychologist,9,144.613277398723
raises,78,144.609548135389
disarray,15,144.60876611774
wut,9,144.598582289039
misbehavior,4,144.594548076106
positioning,15,144.594441044434
fuck,3273,144.592535526784
begged,39,144.588615548697
crucial,122,144.582874366058
pays,157,144.577881576866
buffalo,34,144.57440460546
jab,5,144.574202401397
plumbers,4,144.573798917139
unknown,96,144.569520928787
harrowing,13,144.565795507683
blacksky,23,144.561911460313
lover,52,144.561520407416
embedded,22,144.560963936923
kellnerp,4,144.557946858691
portable,16,144.555395956014
trio,16,144.551951445377
fancysplace,6,144.548492439965
figured,103,144.542785328101
sensing,6,144.536039335062
compact,12,144.531741297281
siladi,3,144.531426801694
explanations,23,144.530971009772
flame,46,144.530417372585
incendiary,12,144.51633020863
examine,30,144.512056530791
compassion,210,144.508207806652
shed,61,144.507535681889
indies,13,144.507297304873
newjerseyglobe,8,144.50605523645
seemingly,85,144.505119950391
catsofbluesky,81,144.49784696589
fuckputin,14,144.497632970461
celebrity,26,144.496664853713
share,3630,144.496460339383
options,130,144.495954265322
roe,54,144.49480657271
undoubtedly,30,144.494525211483
meanest,9,144.488850011957
contributions,61,144.484158755026
righteous,49,144.482706754201
daughter,383,144.482328638224
unoriginal,4,144.481544380819
roughed,5,144.479064227313
harrylit,6,144.475142037192
candidate,388,144.474191638513
evans,30,144.472150599521
idiots,257,144.460717264884
godly,4,144.457606237955
interest,426,144.45582457171
infant,57,144.452778661949
page,590,144.452136075247
parental,22,144.45206218119
robins,5,144.450683625935
brilliantly,18,144.449009480402
player,99,144.448991096006
ksleg,7,144.447716690652
traveled,47,144.445220868111
ink,43,144.445140697416
tides,10,144.443145293303
amphibious,6,144.441568347435
clash,26,144.432816428741
stroll,9,144.425105543015
muskrats,4,144.423855370226
postmaster,7,144.423484437756
probably,985,144.423194330784
fracking,10,144.421797369911
important,1490,144.421227884872
dumber,47,144.417135317015
awake,112,144.415895986257
faking,4,144.414622989964
carrier,45,144.413834363455
vii,4,144.410006578492
item,55,144.407294367932
depriving,8,144.406111366521
artists,140,144.39928708618
trumpers,48,144.39661538783
detractors,7,144.396115235965
xelahart,7,144.395785454919
numerically,4,144.384902257819
unchristian,4,144.384613677035
gems,7,144.38308831188
teach,178,144.380475054082
menswear,4,144.379996306044
shitstorm,12,144.37920923944
evidently,21,144.375716860723
sheltering,6,144.375090187562
communicate,50,144.374831036212
reassurance,10,144.365277450408
ethically,15,144.364518790852
democracystorm,5,144.364122966892
detailing,28,144.360201319019
sentencing,28,144.360050131863
aware,257,144.359429483621
march,785,144.358661108978
junction,3,144.357195871907
daca,10,144.356849508432
insular,6,144.356156778989
housekeeping,5,144.347497380453
pearls,21,144.342862327037
reallyamerican,12,144.341976086674
koh,10,144.340223084212
seriously,638,144.339498989837
kindergarten,29,144.338784562792
hannibal,11,144.337672270144
doormats,3,144.337567297406
rnd,3,144.337567297406
divine,23,144.33192147724
heading,171,144.317856202381
sample,26,144.317220039744
focal,6,144.313085569766
deluxe,6,144.311699687401
dumbass,61,144.309908622991
paulina,10,144.306925990712
bow,148,144.30490382351
feels,578,144.300446276039
occurring,30,144.299580614488
blows,64,144.299105661959
easter,83,144.296961120252
fend,9,144.290601834554
several,565,144.287762977869
warn,166,144.286673214049
views,241,144.285278160233
early,728,144.284484032089
rough,74,144.28260916314
bleak,27,144.280265011521
grandma,62,144.276528070538
slides,12,144.273309654932
travel,293,144.26996939227
favored,5,144.269539404547
famous,155,144.264450477428
slim,32,144.260838470214
thi,19,144.260708603499
prioritizing,26,144.25531319371
mackerel,3,144.253249530123
womanizer,5,144.249783362056
tons,118,144.248102217953
licenses,35,144.244499480057
newyorkstateag,11,144.244489417353
gem,43,144.241369017322
arimelber,5,144.241117577479
purposeful,7,144.241035043694
capitulated,24,144.239736027474
russkies,8,144.238641543401
shrink,25,144.23728135726
naziyahu,3,144.237073366501
imagination,44,144.236069930242
patiently,20,144.235771897047
misses,30,144.234626862647
executes,18,144.233980658063
donated,131,144.233383166762
squawk,3,144.226673446119
buttigieg,123,144.21749359613
shambolic,4,144.215983857546
holy,411,144.212634287695
eyebrows,15,144.212574578872
may,2916,144.205302949031
project,828,144.200136680428
plum,12,144.197124125485
worrying,38,144.196851087125
christopherweyant,3,144.195469184484
laughing,210,144.194284583471
spoiler,63,144.191167128682
fled,95,144.182719709867
pleaded,45,144.182253492662
spark,51,144.17993115902
embarrassed,113,144.178133670901
teeshasmom,12,144.175056683523
sgt,23,144.173657365903
reshaping,6,144.169922891936
fast,449,144.168955943845
aewdynamite,100,144.165153609156
resistor,4,144.158477609424
representati,7,144.157156306185
afternoon,243,144.154957612417
stephanie,18,144.154011685306
themes,12,144.152145003433
briefing,123,144.142597790987
rightfully,27,144.141312428873
uterus,5,144.137781306637
upcoming,161,144.137564230704
nepo,26,144.135022168051
dearlstephens,13,144.124589976511
african,187,144.123884738608
toe,34,144.121210622027
wool,7,144.119659278241
devote,5,144.118701076578
reproductiverights,14,144.114518718603
copyright,20,144.114455610079
theology,6,144.114422132785
floral,8,144.113050861369
dan,170,144.107994683049
ruins,28,144.099631171297
garner,10,144.098731585134
fn,16,144.091117005872
implementing,35,144.087957497489
relationships,81,144.08685759244
kris,28,144.080568840702
bang,94,144.072559186974
raise,468,144.072192658451
niagara,10,144.071895632393
mails,11,144.070689719886
display,197,144.069574216264
research,525,144.063432073942
looped,4,144.063354118943
chilean,5,144.059709842829
legitimately,28,144.058354578308
gxldsociety,3,144.056701799442
tags,21,144.052867279442
ozone,5,144.051032623859
oppressive,42,144.049878846943
jasondogwood,3,144.049759921124
ineptitude,15,144.039511775002
ugh,71,144.037217133341
gawd,18,144.02175080828
tragically,33,144.020108549698
reread,13,144.01887340705
talked,188,144.013458726021
molly,19,144.013258811299
sheldon,12,144.012915035318
laziness,9,144.008680293932
e,1528,144.008104606022
oreos,6,144.003819393792
everyday,310,144.003783400206
upside,78,144.001203074302
magats,339,144.000469883489
takeaway,44,143.99938887291
interrupts,7,143.998842587941
quick,275,143.996965794178
employment,72,143.990315896547
models,71,143.986800758808
pander,13,143.9857542811
inundated,6,143.979743945691
regulate,41,143.976886695188
bitched,7,143.97387329122
stronger,369,143.970314134782
butler,30,143.967333459533
menendez,17,143.965069292765
putinspuppet,8,143.962048570349
airforce,9,143.961896965057
mindful,15,143.951810719851
illini,4,143.946749413339
tank,98,143.94365028801
negligence,14,143.942391559652
epa,92,143.932442545801
assess,26,143.92246309946
honk,18,143.915007597417
punter,6,143.914789603663
bennett,18,143.910102658079
sale,217,143.909271539003
tribute,102,143.904837351503
moss,16,143.903657007041
theme,108,143.898619652767
fingers,119,143.893431938434
sees,259,143.890252438932
challenges,98,143.887914568121
ambien,7,143.886198418188
greens,36,143.875020168796
negligent,4,143.872628853904
unforgivable,44,143.869969701179
arthur,23,143.868228576277
bevy,3,143.865678093607
security,2204,143.861994230615
generations,154,143.8523852527
compassionate,78,143.850243103348
alleviate,7,143.845816927775
frying,4,143.843665136842
stifling,10,143.837910317289
fortitude,8,143.836154306608
extended,71,143.832077084322
milk,127,143.824502655335
unsure,13,143.823119642114
pooch,5,143.820374078223
groundhog,20,143.820282589802
quite,503,143.811415149741
jfk,83,143.810609244167
beautifully,25,143.809387732512
starmer,366,143.807323547381
funnies,7,143.806251933767
rebuffed,5,143.80264253483
fakes,8,143.797414540636
eggs,225,143.795810229932
boxers,7,143.792509242609
path,285,143.7896861989
translators,4,143.787748666799
battlefield,49,143.787328782363
michael,314,143.787102042084
litigate,11,143.783422991918
lists,222,143.780871948369
advise,52,143.778487242234
nationa,18,143.776071804488
hurricane,129,143.775895459949
creatures,51,143.773689267161
measure,146,143.772633345839
airlines,98,143.770103745204
pharma,42,143.767807057453
andreessen,9,143.766303423299
smfh,7,143.765847987688
emailed,37,143.764572312695
politicususa,12,143.762008721064
salter,3,143.760217028217
thorns,3,143.760217028217
riles,3,143.760217028217
copies,65,143.757034944916
thinker,14,143.756299431968
rightwing,31,143.753649790038
british,310,143.752611563218
spectrum,29,143.736845617877
others,1430,143.734847731022
price,534,143.734607192968
upsetting,22,143.73343683987
derelict,5,143.733085961445
playing,624,143.720487208075
bootlicking,14,143.719679076479
capable,102,143.718750032319
libdems,20,143.716863457652
officially,301,143.703919341501
socially,22,143.700807506159
jesseduquette,20,143.698249265971
guz,3,143.697599144871
judgment,84,143.697064138803
obeisance,8,143.696542855322
hegseth,1231,143.696041594777
riverdivanm,18,143.695540977206
est,147,143.691337736449
sherlock,14,143.690831109904
watchdog,40,143.688587773735
credit,527,143.686384636942
unaware,36,143.686041672212
lobbying,60,143.683782587079
weep,19,143.68111621885
sleazy,17,143.680865728428
aa,45,143.679029911688
holiday,433,143.677990707296
delusion,57,143.676962484847
deck,173,143.670724880868
sesame,37,143.670564943663
vub,3,143.66976021418
alpps,3,143.66976021418
experience,395,143.66552379839
seemed,77,143.665147621642
tirelessly,36,143.664189018521
midst,81,143.659406235721
climateaction,22,143.659228822843
pocket,142,143.658921497071
referred,57,143.647263603774
crate,9,143.646363607917
restrictions,115,143.642297164541
disqualified,42,143.640440246931
jordan,137,143.63778817094
italy,109,143.636631195774
universe,154,143.628455921206
kinetic,6,143.626831290907
unspoken,7,143.61754767437
stupidly,12,143.612140746167
weathering,5,143.61058456813
mortality,39,143.606529648289
novelist,6,143.594800277262
newfound,6,143.593407462413
unreliable,26,143.593336035647
profiteer,4,143.590563756815
collectives,6,143.580987599334
censor,35,143.580106765608
crave,19,143.578981667263
cq,20,143.577376901428
creators,57,143.57729136772
deductible,7,143.576758962883
fears,112,143.576255865624
dog,677,143.570170259331
causes,166,143.565665435986
supermoon,9,143.561833368065
chaser,18,143.561070787841
proponent,6,143.555796353427
transitioning,8,143.55561391222
snore,3,143.549062460656
invests,10,143.544069887962
braun,9,143.538999733328
automotive,10,143.534316454289
solve,128,143.533919247018
asswipe,4,143.532806935093
faced,157,143.531065731379
links,208,143.530163442134
thealliedforces,10,143.529671729112
collect,95,143.528995942882
swipes,4,143.523226923961
hellesbellz,10,143.521156009218
voltaire,5,143.521078591265
upset,216,143.519968329206
stuff,709,143.519722921759
boasted,11,143.519400019015
sparrows,4,143.51858183989
numbered,16,143.516999573802
infused,8,143.515056452525
rebirth,3,143.51422693703
boys,323,143.512191505211
struggled,28,143.508802709194
secrets,99,143.506239642486
mexicans,28,143.505336994942
listifications,19,143.503122610034
unmitigated,10,143.500251645153
mmwr,4,143.5
minute,400,143.491570032619
safe,1386,143.490227724614
dense,20,143.484127125066
discard,14,143.473779049432
lovewins,7,143.472910998823
pushback,76,143.472221774992
leaving,571,143.471021860664
wever,3,143.465442993542
connecticut,41,143.460813039829
shield,84,143.451171723906
poultry,14,143.448960942924
handsy,3,143.446854270144
science,616,143.446477545013
pass,942,143.444420937056
spokelse,14,143.444364526062
strangers,88,143.434668681349
developments,37,143.430691845795
quarantined,7,143.426437092828
junior,52,143.426284796189
analysts,29,143.424324805149
contexts,6,143.423382565977
ffrf,4,143.422452914458
夏,4,143.421000321896
mei,4,143.420128759297
assurances,23,143.412145504699
samples,8,143.408258379455
cheater,20,143.404204225238
noisy,17,143.401944362895
councils,32,143.393871624121
theo,22,143.387352651595
camel,9,143.387102317855
damned,78,143.382099325287
marie,56,143.365353817876
merciful,5,143.360385044126
conscious,20,143.358319935527
milwaukee,38,143.352999632223
nrx,4,143.352711868315
今日もよろしくお願いします,12,143.352077703179
incredible,343,143.350334131942
cheat,136,143.348085386161
bean,18,143.344288227052
versatility,7,143.341915579166
coleman,9,143.341472637118
apologize,150,143.34146337694
imnotfnselling,4,143.336434074988
extra,259,143.334077098426
yourselves,101,143.330128523539
korean,102,143.329843677186
angelao,5,143.327596784429
risking,42,143.327350440998
democrac,9,143.324805947889
theguardian,1057,143.320845217364
degrade,9,143.316084233417
db,27,143.300204877553
militarytimes,4,143.297766905141
maker,45,143.296496323483
pixie,15,143.293737609483
joshtpm,3,143.291079043091
tripod,4,143.285263257136
qualified,191,143.283207659286
indoors,26,143.282013472087
music,606,143.279764640577
kid,444,143.275057953257
solicited,12,143.274344803206
persuaded,16,143.273572813226
hillary,207,143.272377017442
childless,18,143.270711354506
letter,565,143.27036599353
pp,55,143.268825042143
academia,15,143.263427028009
poorer,65,143.251102492737
sw,28,143.244541526889
publichealth,12,143.244519700554
forward,717,143.243753093217
medgar,4,143.24105556718
watertown,3,143.238728468712
hint,47,143.236628450546
closer,212,143.232890787377
oppression,72,143.232358799256
bfi,6,143.22662694718
persons,51,143.224277709787
revive,15,143.220210066277
illuminate,3,143.214291651823
inexperienced,11,143.211096573618
plea,57,143.209885931703
doesnt,21,143.20985268047
headquarters,57,143.20563977427
gagged,34,143.204131753098
presumably,45,143.194689817462
